"12";"642";;"121980";"487346";"4.902325153";"52.372997284";;;"8";;"In de kern uit het 2e kwart van de 17e eeuw daterend pand met gevel (18e eeuw) onder rechte lijst (3e kwart 19e eeuw). Vensterramen 3e kwart 19e eeuw.";"Recht Boomssloot";"13";;"1011 CR";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1987";;"0"
"13";"671";;"120766";"488031";"4.884429455";"52.379077911";;;"8";;"Huis uit het 3e kwart van de 19e eeuw met gevel onder rechte lijst.";"Boomstraat";"47";;"1015 LB";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1980";;"0"
"14";"675";;"120839";"488065";"4.885498047";"52.379386902";;;"8";;"18e eeuws huis met dwars dak op het voorste gedeelte en gevel onder rechte lijst.";"Boomstraat";"22";;"1015 LC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1989";;"0"
"15";"871";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (18e eeuw) met klokvormige top onder rollagen (19e eeuw). Op de verdiepingen empire roedenverdeling.";"Damstraat";"2";;"1012 JM";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"16";"881";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met 18e eeuwse gevel, bekroond door latere punttop.";"Dirk van Hasseltssteeg";"5";;"1012 NE";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"17";"882";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met 18e eeuwse klokgevel (top niet compleet ?).";"Dirk van Hasseltssteeg";"7";;"1012 NE";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"18";"883";;"121591";"486193";"4.896728039";"52.362609863";;;"8";;"18e eeuwse gevel onder uit- en ingezwenkte top met rollagen en lijstvormige bekroning (19e eeuw).";"Kerkstraat";"331";;"1017 HV";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1996";;"0"
"19";"884";;"0";"0";"0.000000000";"0.000000000";;;"8";;"In de kern vermoedelijk 18e eeuws pand met door afgeknotte top bekroonde gevel (19e eeuw).";"Dirk van Hasseltssteeg";"39";;"1012 NE";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"5311"
"20";"890";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pakhuis (18e eeuw ?) met puntgevel.";"Dirk van Hasseltssteeg";"10";;"1012 NE";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"5312"
"21";"891";;"0";"0";"0.000000000";"0.000000000";;;"8";;"In de kern 17e- of 18e eeuws huis met latere puntgevel.";"Dirk van Hasseltssteeg";"14";;"1012 NE";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"5315"
"22";"943";;"120726";"487822";"4.883862972";"52.377197266";;;"8";;"Pand met halsgevel (XVIIIb).";"Eerste Egelantiersdwarsstraat";"8";;"1015 RW";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"5314"
"23";"948";;"120592";"487790";"4.881898403";"52.376899719";;;"8";;"Hoekhuis met halsgevel (XVIIIb).";"Tweede Egelantiersdwarsstraat";"2";;"1015 SC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1987";;"0"
"24";"949";;"120589";"487790";"4.881854534";"52.376899719";;;"8";;"Pand met rijk versierde halsgevel (1728).";"Tuinstraat";"115";"A";"1015 NZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"25";"1301";;"120997";"488381";"4.887786388";"52.382236481";;;"8";;"Pand met gevel (XVIII) onder rechte lijst met consoles (plm 1800 ?).";"Haarlemmerdijk";"53";;"1013 KB";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1990";;"0"
"26";"1350";;"120838";"488550";"4.885433674";"52.383747101";;;"8";;"17e eeuws huis met 18e eeuwse gevel onder 19e eeuwse rechte lijst.";"Haarlemmerdijk";"150";;"1013 JJ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1997";;"0"
"27";"1413";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Twee huizen achter gezamenlijke gevel (midden XIX) onder rechte lijst en achthoekige loze vensters naast het dak.";"Haarlemmerstraat";"106";;"1013 EW";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"28";"1584";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel onder rechte lijst (XIX A) met latere vensterhekjes.";"Herengracht";"247";;"1016 BH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"29";"2040";;"122092";"486696";"4.904033661";"52.367160797";;;"8";;"Pand met gevel (XVIII ?) onder rechte lijst met balustrade (XIX).";"Jonas Daniël Meijerplein";"2";;"1011 RH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"0"
"30";"2581";;"120746";"487009";"4.884239674";"52.369892120";;;"8";;"Pand met gevel onder cirkelvormig verhoogde lijst (XIXc).";"Keizersgracht";"326";;"1016 EZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"0"
"31";"3071";;"121448";"487700";"4.894478321";"52.376144409";;;"8";;"Pand met puntgevel (midden 19e eeuw met oudere kern). In het stadsbeeld passend gebouw van eenvoudige en traditionele architectuur.";"Nieuwezijds Kolk";"19";;"1012 PV";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1997";;"0"
"32";"3188";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis, vanwege de zandstenen afdekkingen van de klokvormige top (3e kwart 18e eeuw).";;;;"1000 AA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"geen adres";"0";;"0"
"33";"3193";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (18e eeuw) onder rechte lijst waarboven een dakvoorschot (19e eeuw).";"Tweede Laurierdwarsstraat";"6";;"1016 RB";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"34";"3194";;"120378";"487257";"4.878810883";"52.372097015";;;"8";;"Pand met gevel (18e eeuw) onder klokvormig topje met rollagen (19e eeuw).";"Tweede Laurierdwarsstraat";"8";;"1016 RB";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1983";;"0"
"35";"3226";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Boven de hoofdverdieping in de 2e helft van de 19e eeuw in afwijkende vorm herbouwd, in de kern nog 17e of 18e eeuws huis. Laat 18e eeuwse pui, daarboven gevel onder rechte lijst waarop een dakkapel (2e helft 19e eeuw).";"Lauriergracht";"64";;"1016 RM";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"36";"3254";;"120495";"487265";"4.880527973";"52.372177124";;;"8";;"Huis, vanwege de zandstenen afdekkingen van de klokvormige top (3e kwart 18e eeuw).";"Laurierstraat";"78";;"1016 PP";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1978";;"0"
"37";"3255";;"120428";"487236";"4.879547119";"52.371913910";;;"8";;"In de kern waarschijnlijk 17e eeuws huis met latere gevel onder klokvormige top met rollagen (19e eeuw). Op de verdiepingen negenruitsvensters.";"Laurierstraat";"144";;"1016 PR";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1987";;"0"
"38";"3257";;"120335";"487196";"4.878185749";"52.371547699";;;"8";;"Groep van twee huizen met gepleisterde gevel onder rechte lijst waarop twee dakvoorschotten (uiterlijk voorkomen 19e eeuws).";"Laurierstraat";"190";;"1016 PS";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1991";;"0"
"39";"3258";;"120327";"487193";"4.878068447";"52.371520996";;;"8";;"Pand met gevel (XVIII) onder rechte lijst (XIX); goede roedenverdeling.";"Laurierstraat";"204";;"1016 PT";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1991";;"0"
"40";"3259";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met halsgevel (XVIIIb),";"Laurierstraat";"206";;"1016 PT";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"41";"3310";;"0";"0";"0.000000000";"0.000000000";;;"8";;"In de kern 17e- of begin 18e eeuws, in de 2e helft van de 19e eeuw verhoogd en van een nieuw dak voorzien huis. Gevel waarvan de bovenste helft uit de 2e helft van de 19e eeuw onder stompe fantasietop.";"Lange Leidsedwarsstraat";"214";;"1017 NR";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"42";"3311";;"120914";"486172";"4.886791229";"52.362380981";;;"8";;"Pand met ingezwenkte halsgevel (XVIII). Deur en snijraam (XIXa).";"Lange Leidsedwarsstraat";"216";;"1017 NR";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"43";"3485";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met klokgevel (XVIIIc).";"Nieuwe Leliestraat";"33";;"1015 SJ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"44";"3504";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met 18e eeuwse gevel onder 19e eeuwse klokvormige top.";"Nieuwe Leliestraat";"149";;"1015 HC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"45";"3632";;"120329";"487636";"4.878052235";"52.375499725";;;"4/8";"J";"Pand met gevel onder rechte lijst (1e helft 19e eeuw). Op de 2e- en 3e verdieping vensters met empire ruitverdeling.";"Lijnbaansgracht";"88";;"1015 GZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"46";"3663";;"121490";"485901";"4.895274162";"52.359981537";;;"8";;"Twee panden die een complex boven- en benedenwoningen vormen (18e eeuw, punttoppen 19e eeuw). Dwarse houten trap naar de voordeuren in Jordaantrant.";"Lijnbaansgracht";"384";;"1017 XC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1977";;"0"
"47";"3685";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met klokgevel (XVIIIb).";"Martelaarsgracht";"8";;"1012 TP";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"48";"3686";;"121591";"487914";"4.896556854";"52.378078461";;;"8";;"Pand met klokgevel.";"Martelaarsgracht";"10";;"1012 TP";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"2005";;"0"
"49";"3783";;"121483";"487626";"4.894999504";"52.375484467";;;"8";;"Pand met pilastergevel (midden XVII, verbouwd XIX A) onder rechte lijst (XIX A).";"Nieuwendijk";"155";;"1012 ME";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"50";"3867";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel onder rechte lijst (1e helft 19e eeuw).";"Nieuwe Nieuwstraat";"8";;"1012 NH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"51";"3995";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel onder rechte lijst (XIX).";"Oudekerksplein";"6";;"1012 GZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"52";"3997";;"121715";"487534";"4.898415565";"52.374668121";;;"8";;"Pand met gevel onder klokvormige top met rollagen (XIX).";"Oudekerksplein";"8";;"1012 GZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1999";;"0"
"53";"3998";;"121715";"487534";"4.898415565";"52.374668121";;;"8";;"Pand met gevel onder klokvormige top met rollagen (XIX).";"Oudekerksplein";"8";;"1012 GZ";"bij";;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1999";;"0"
"54";"4092";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met puntgevel (18e eeuw? gewijzigd).";"Passeerdersstraat";"8";;"1016 XC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"55";"4128";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (XIXd/XXa herbouwd met de oude top) onder verhoogde, rijk gebeeldhouwde zandstenen lijst (XVIIIa).";"Prins Hendrikkade";"37";;"1012 TM";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"56";"4132";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (midden XVII) onder rechte lijst (XIXA).";"Prins Hendrikkade";"60";;"1012 AD";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"57";"4133";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (XVIII) onder rechte lijst (XIX).";"Prins Hendrikkade";"64";;"1012 AD";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"58";"4134";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel onder rechte lijst met consoles (XVIIIa/b).";"Prins Hendrikkade";"65";;"1012 AD";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"59";"4523";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Hoekhuis met gevel (XVIII) met bij restauratie hierheen overgebrachte klokvormige top (XVIIIc).";"Prinsengracht";"150";;"1015 EB";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"60";"4742";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Qua uiterlijk voorkomen voornamelijk 19e eeuws, in de kern waarschijnlijk ouder pand met puntgevel.";"Pijlsteeg";"27";;"1012 HH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"61";"4785";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pak- of werkhuis (3e kwart 18e eeuw) met tamelijk sterk getoogde vensters waarin een goede roedenverdeling. Latere afsluitende lijst, onderbroken door een stenen topje.";"Rapenburg";"35";;"1011 TV";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"62";"4869";;"121456";"486548";"4.894710541";"52.365791321";;;"8";;"Groep dienstwoningen (XIX A). Gevel onder rechte lijst waarboven een dwars dak; goede roedenverdeling.";"Reguliersdwarsstraat";"100";;"1017 BN";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"0"
"63";"5064";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis waarvan het voorste deel hoger is opgetrokken onder dwars dak. Gevel onder rechte klossenlijst (1e helft 19e eeuw).";"Rozengracht";"51";;"1016 LS";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"64";"5074";;"120256";"487281";"4.877017021";"52.372306824";;;"8";;"Huis met gevel onder rechte lijst (midden 19e eeuw).";"Rozengracht";"223";;"1016 NA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1996";;"0"
"65";"5081";;"120518";"487422";"4.880849838";"52.373588562";;;"8";;"Pand met gevel onder rechte lijst.";"Rozengracht";"54";;"1016 ND";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1994";;"0"
"66";"5092";;"120240";"487313";"4.876778603";"52.372592926";;;"8";;"In de kern 17e eeuws huis met 19e eeuwse gevel onder klokvormige top met rollagen. Onverbrekelijk verbonden met nr 220 tot een complex etagewoningen.";"Rozengracht";"218";;"1016 NL";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1999";;"0"
"67";"5093";;"0";"0";"0.000000000";"0.000000000";;;"8";;"In de kern 17e eeuws huis met eenvoudige 18e eeuwse klokgevel. Onverbrekelijk verbonden met nr 218 tot een complex etagewoningen.";"Rozengracht";"220";;"1016 NL";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"68";"5099";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis met gevel onder rechte lijst (1e helft 19e eeuw). Op de verdiepingen negenruitsvensters.";"Rozenstraat";"47";;"1016 NN";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"69";"5105";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis uit 1879 waarvan de gevel is opgetrokken met toepassing van de oude elementen van de vroegere klokgevel (XVIIIc).";"Rozenstraat";"201";;"1016 NS";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"70";"5108";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis, vanwege de (incomplete) zandstenen onderdelen van de gevelhals (2e kwart 18e eeuw).";"Rozenstraat";"72";;"1016 NX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"71";"5449";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (XVIII) onder punttop (XIX).";"Sint Jansstraat";"48";;"1012 HG";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"72";"5755";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis met 18e eeuwse gevel onder 19e eeuwse rechte lijst waarop een baksteen attiek.";"Tweede Tuindwarsstraat";"8";;"1015 RZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"73";"5776";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel (XVIII) onder punttop (XIX); goede roedenverdeling.";"Tuinstraat";"140";;"1015 PH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"74";"5800";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met puntgevel met gevelsteen, (1727).";"Utrechtsedwarsstraat";"59";;"1017 WC";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"75";"5810";;"121707";"486043";"4.898445606";"52.361270905";;;"8";;"Huis met klokgevel onder siertrossen en gebogen fronton (2e helft 17e eeuw). Op de verdiepingen zeer goede roedenverdeling in de vensters.";"Utrechtsedwarsstraat";"60";;"1017 WH";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"0"
"76";"5879";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand op de hoek van de Baanbrugsteeg. Vierkant gebouw met drie verdiepingen. Gebouwd in 1658 en volgende jaren, verbouwd tot een achttal woningen omstreeks 1800, waarbij het aantal verdiepingen door het aanbrengen van tussenvloeren met twee vermeerderd werd. 17e eeuwse balklagen. Oorspronkelijk bestonden de beide huizen, de nrs 160 en 162, uit een hoog voorhuis met daarachter keukenkelder en opkamer. Op de oorspronkelijke eerste verdieping bevond zich in de 17e eeuw een R.K.schuilkerk met boven het altaar een in de kap uitgespaarde tongewelfconstructie. De kerkruimte, een ongeveer vierkant vertrek van 11 bij 9.50 m. bezat geen galerijen en had een hoogte van 4.75 m. Naast de zijgevel van het pand in de Baanbrugsteeg een getoogd gemetseld poortje met in de sluitsteen het jaartal 1759.";"Vinkenstraat";"160";;"1013 JW";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"77";"6178";;"121220";"485942";"4.891306877";"52.360332489";;;"8";;"Pand met gevel, (XVIII), onder rechte lijst (XIX) waarboven dwars dakje. Goede late roedenverdeling op de verdiepingen. Vormt een groep met nr 57.";"Vijzelgracht";"55";;"1017 HP";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1990";;"0"
"78";"6179";;"121222";"485950";"4.891335011";"52.360404968";;;"8";;"Twee huizen achter een vierraamsgevel en onder omlopend schilddak. Rechte daklijst met fronton (XVIIIc of d?). Op de verdiepingen goede roedenverdeling.";"Vijzelgracht";"51";;"1017 HP";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1990";;"0"
"79";"6316";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Pand met gevel onder gesneden rechte lijst met triglyfen en consoles, (XVIIId).";"Westerstraat";"7";;"1015 LT";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"80";"6317";;"0";"0";"0.000000000";"0.000000000";;;"8";;"In de kern 17e eeuws huis met latere gevel onder klokvormige top met rollagen (19e eeuw). Versierde houten pui (plm 1800).";"Westerstraat";"57";;"1015 LV";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"81";"6329";;"120787";"487999";"4.884740829";"52.378791809";;;"8";;"In de kern 17e eeuws huis met 18e eeuwse gevel onder klokvormige top met rollagen en gebogen stenen afdekking (18e/19e eeuw).";"Westerstraat";"50";;"1015 ML";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1989";;"0"
"82";"6424";;"0";"0";"0.000000000";"0.000000000";;;"8";;"17e eeuws huis met latere gevel onder 19e eeuwse rechte lijst en dakvoorschot.";"Binnen Wieringerstraat";"19";;"1013 EA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"83";"6452";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis met halsgevel met gedeelde vleugelstukken (2e kwart 18e eeuw). In de vensters op de verdiepingen een na-empire ruitverdeling.";;;;"1000 AA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"geen adres";"0";;"0"
"84";"6453";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis met gevel onder 19e eeuwse klokvormige top met rollagen. Op de verdiepingen negenruitsvensters.";;;;"1000 AA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"geen adres";"0";;"0"
"85";"6454";;"0";"0";"0.000000000";"0.000000000";;;"8";;"Huis met gevel onder 19e eeuwse klokvormige top met rollagen.";;;;"1000 AA";;;"Amsterdam";"Noord-Holland";"Amsterdam";"geen adres";"0";;"0"
"86";"6455";;"123161";"486992";"4.919700623";"52.369884491";;;"8";;"Huis met gevel onder 19e eeuwse klokvormige top met rollagen en houten fronton.";"Kleine Wittenburgerstraat";"12";;"1018 LV";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1005";;"0"
"87";"6456";;"123185";"487010";"4.920051098";"52.370048523";;;"8";;"Met nr 68 een complex etagewoningen vormend huis (18e eeuw), waarvan de geveltop later is versoberd tot een klokvormige onder rollagen en gebogen stenen afdekking. Oorspronkelijk benedenhuisdeur, in de vensters een goede roedenverdeling.";"Kleine Wittenburgerstraat";"66";;"1018 LX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"88";"6457";;"123185";"487016";"4.920050621";"52.370101929";;;"8";;"Met nr 66 een complex etagewoningen vormend huis (18e eeuw), waarvan de geveltop later is versoberd tot een klokvormige onder rollagen en gebogen stenen afdekking. In de vensters op de verdiepingen een goede roedenverdeling.";"Kleine Wittenburgerstraat";"68";;"1018 LX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"89";"6458";;"123187";"487017";"4.920080185";"52.370109558";;;"8";;"Met nr 72 een complex etagewoningen vormend huis (1e helft 18e eeuw). Halsgevel met gedeelde vleugelstukken en een palmet in de afdekking. Deuromlijstingen waarvan een gemeenschappelijk met nr 72.";"Kleine Wittenburgerstraat";"70";;"1018 LX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"90";"6459";;"123194";"487025";"4.920181751";"52.370182037";;;"8";;"Met nr 70 een complex etagewoningen vormend huis (1e helft 18e eeuw). Halsgevel met gedeelde vleugelstukken en een palmet in de afdekking. Deuromlijstingen waarvan een gemeenschappelijk met nr 70.";"Kleine Wittenburgerstraat";"72";;"1018 LX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"nee";"0";;"0"
"91";"6460";;"123196";"487026";"4.920211315";"52.370193481";;;"8";;"In de kern vermoedelijk 17e eeuws huis met latere gevel onder klokvormige top met rollagen en gebogen stenen afdekking (18e/19e eeuw).";"Kleine Wittenburgerstraat";"74";;"1018 LX";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"92";"6461";;"123200";"487028";"4.920269966";"52.370208740";;;"8";;"In de kern vermoedelijk 17e eeuws huis met latere gevel onder klokvormige top met rollagen en gebogen stenen afdekking (18e/19e eeuw). Goede roedenverdeling in de vensters.";"Kleine Wittenburgerstraat";"86";;"1018 LZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"93";"6462";;"123202";"487027";"4.920299053";"52.370201111";;;"8";;"In de kern 17e eeuws huis met latere gevel onder klokvormige top met rollagen en stenen gebogen afdekking.";"Kleine Wittenburgerstraat";"88";;"1018 LZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"94";"6463";;"123200";"487027";"4.920269966";"52.370201111";;;"8";;"In de kern 17e eeuws huis met latere gevel onder klokvormige top met rollagen en stenen gebogen afdekking.";"Kleine Wittenburgerstraat";"90";;"1018 LZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
"95";"6464";;"123200";"487028";"4.920269966";"52.370208740";;;"8";;"In de kern 17e eeuws huis met latere gevel onder klokvormige top met rollagen en stenen gebogen afdekking; op de hoofdverdieping een goede roedenverdeling in de vensters en een sierroedenverdeling in de bovenlichten.";"Kleine Wittenburgerstraat";"92";;"1018 LZ";;;"Amsterdam";"Noord-Holland";"Amsterdam";"ja";"1900";;"0"
